dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.987,0.975,0.981,0.989,0.819,0.987,0.975,0.981,11.745938777923584
synth_new2,val,pv,225,225,0.974,0.995,0.984,0.994,0.817,0.974,0.995,0.984,6.786830902099609
synth_new2,test,pv,114,114,0.973,0.942,0.957,0.982,0.691,0.98,0.921,0.95,7.418829917907715
synth_new1,train,pv,789,789,0.982,0.971,0.976,0.984,0.804,0.981,0.966,0.973,10.296628713607788
synth_new1,val,pv,225,225,0.988,0.973,0.981,0.993,0.804,0.988,0.973,0.981,7.197285413742065
synth_new1,test,pv,114,114,0.991,0.989,0.99,0.995,0.81,0.991,0.989,0.99,7.083591938018799
synth_old,train,pv,150,374,0.296,0.211,0.247,0.176,0.078,0.263,0.193,0.222,7.198388576507568
synth_old,val,pv,12,35,0.542,0.457,0.496,0.447,0.211,0.542,0.457,0.496,5.152959823608398
synth_old,test,pv,18,32,0.398,0.219,0.282,0.147,0.082,0.242,0.125,0.165,5.456513166427612
mix_synth_rzesz,train,pv,1449,2706,0.961,0.942,0.952,0.968,0.771,0.941,0.91,0.925,14.329299449920654
rzeszow,train,pv,435,1692,0.949,0.924,0.936,0.956,0.743,0.914,0.871,0.892,8.679277181625366
rzeszow,val,pv,661,2767,0.875,0.754,0.81,0.795,0.572,0.875,0.718,0.789,9.180846214294434
rzeszow,test,pv,8440,66301,0.945,0.892,0.918,0.945,0.625,0.929,0.852,0.888,62.2792763710022
pilot,test,pv,54,227,0.235,0.225,0.23,0.149,0.057,0.238,0.211,0.224,7.262962818145752
