dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,1.0,0.993,0.996,0.995,0.912,0.999,0.992,0.995,13.667142629623413
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.815,0.999,0.991,0.995,7.2394444942474365
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.9,0.999,1.0,1.0,6.956726789474487
synth_old,train,pv,150,374,0.309,0.164,0.214,0.131,0.059,0.236,0.115,0.155,7.628310203552246
synth_old,val,pv,12,35,0.673,0.686,0.679,0.559,0.262,0.561,0.571,0.566,5.338128566741943
synth_old,test,pv,18,32,0.4,0.281,0.33,0.253,0.142,0.354,0.25,0.293,5.579490423202515
mix_synth_rzesz,train,pv,1449,2706,0.917,0.868,0.892,0.939,0.76,0.916,0.838,0.875,17.778815746307373
rzeszow,train,pv,435,1692,0.849,0.807,0.827,0.882,0.64,0.846,0.756,0.799,10.218550205230713
rzeszow,val,pv,661,2767,0.651,0.49,0.56,0.502,0.31,0.628,0.46,0.531,11.632489204406738
rzeszow,test,pv,8440,66301,0.637,0.406,0.496,0.432,0.25,0.614,0.383,0.472,73.72700047492981
pilot,test,pv,54,227,0.28,0.145,0.191,0.109,0.042,0.306,0.145,0.197,6.646810293197632
