dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.001,0.288,0.002,0.001,0.0,0.0,0.0,0.0,20.347684621810913
synth_new2,test,pv,114,114,0.001,0.351,0.002,0.001,0.0,0.0,0.0,0.0,11.951388359069824
synth_new1,test,pv,114,114,0.001,0.289,0.002,0.001,0.0,0.0,0.0,0.0,11.941494464874268
synth_old,train,pv,150,374,0.002,0.201,0.003,0.001,0.0,0.0,0.0,0.0,15.198639154434204
synth_old,val,pv,12,35,0.002,0.2,0.004,0.001,0.001,0.0,0.0,0.0,5.635711431503296
synth_old,test,pv,18,32,0.002,0.375,0.004,0.011,0.003,0.0,0.0,0.0,7.022985458374023
mix_synth_rzesz,train,pv,1449,2706,0.001,0.185,0.002,0.001,0.0,0.0,0.0,0.0,24.41921067237854
rzeszow,train,pv,435,1692,0.002,0.124,0.003,0.001,0.0,0.0,0.0,0.0,16.977333784103394
rzeszow,val,pv,661,2767,0.002,0.117,0.003,0.001,0.0,0.0,0.0,0.0,18.31671953201294
rzeszow,test,pv,8440,66301,0.002,0.088,0.004,0.001,0.0,0.0,0.0,0.0,78.60890054702759
pilot,test,pv,54,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.863781690597534
