dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.001,0.156,0.002,0.001,0.0,0.0,0.0,0.0,11.090412378311157
synth_new2,test,pv,114,114,0.002,0.281,0.004,0.002,0.0,0.0,0.0,0.0,6.63753342628479
synth_new1,test,pv,114,114,0.001,0.158,0.002,0.001,0.0,0.0,0.0,0.0,8.636037111282349
synth_old,train,pv,150,374,0.002,0.115,0.004,0.001,0.0,0.0,0.0,0.0,7.187958478927612
synth_old,val,pv,12,35,0.004,0.2,0.008,0.003,0.001,0.0,0.0,0.0,5.3226776123046875
synth_old,test,pv,18,32,0.004,0.25,0.008,0.003,0.001,0.0,0.0,0.0,5.5064778327941895
mix_synth_rzesz,train,pv,1449,2706,0.002,0.157,0.004,0.001,0.0,0.0,0.0,0.0,14.185504913330078
rzeszow,train,pv,435,1692,0.003,0.157,0.007,0.003,0.001,0.0,0.0,0.0,9.312559127807617
rzeszow,val,pv,661,2767,0.003,0.132,0.006,0.002,0.001,0.0,0.0,0.0,9.671675205230713
rzeszow,test,pv,8440,66301,0.005,0.097,0.009,0.003,0.001,0.0,0.0,0.0,54.72673463821411
pilot,test,pv,54,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710747957229614
