dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.998,0.995,0.997,0.995,0.912,0.998,0.995,0.997,13.675577640533447
synth_new2,val,pv,225,225,1.0,1.0,1.0,0.995,0.918,1.0,1.0,1.0,6.928329706192017
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.722,0.999,0.991,0.995,6.66447114944458
synth_new1,train,pv,789,789,1.0,0.992,0.996,0.995,0.887,1.0,0.992,0.996,11.907037734985352
synth_new1,val,pv,225,225,0.998,1.0,0.999,0.995,0.901,0.998,1.0,0.999,19.11963987350464
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.889,0.999,1.0,1.0,12.318786144256592
synth_old,train,pv,150,374,0.331,0.238,0.277,0.207,0.102,0.306,0.219,0.255,15.246702671051025
synth_old,val,pv,12,35,0.683,0.629,0.654,0.664,0.311,0.619,0.571,0.594,5.449430465698242
synth_old,test,pv,18,32,0.384,0.281,0.325,0.226,0.105,0.298,0.219,0.252,6.738060712814331
mix_synth_rzesz,train,pv,1449,2706,0.947,0.903,0.924,0.958,0.787,0.945,0.873,0.907,17.300414562225342
rzeszow,train,pv,435,1692,0.912,0.85,0.88,0.924,0.7,0.9,0.81,0.853,9.970092058181763
rzeszow,val,pv,661,2767,0.664,0.517,0.581,0.54,0.364,0.685,0.48,0.565,10.86985969543457
rzeszow,test,pv,8440,66301,0.634,0.423,0.508,0.45,0.273,0.62,0.412,0.495,349.29900312423706
pilot,test,pv,54,227,0.413,0.111,0.175,0.155,0.062,0.31,0.084,0.132,9.234022617340088
