dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,1.0,0.992,0.996,0.995,0.919,1.0,0.992,0.996,14.017504215240479
synth_new2,val,pv,225,225,0.999,1.0,1.0,0.995,0.922,0.999,1.0,1.0,7.356433391571045
synth_new2,test,pv,114,114,1.0,0.991,0.995,0.995,0.729,1.0,0.991,0.995,6.72930645942688
synth_new1,train,pv,789,789,1.0,0.989,0.994,0.995,0.895,1.0,0.989,0.994,11.305455684661865
synth_new1,val,pv,225,225,1.0,0.996,0.998,0.995,0.905,1.0,0.996,0.998,7.549053907394409
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.893,0.999,1.0,1.0,6.548958778381348
synth_old,train,pv,150,374,0.351,0.297,0.322,0.241,0.111,0.303,0.257,0.278,7.540799379348755
synth_old,val,pv,12,35,0.908,0.566,0.697,0.691,0.323,0.817,0.511,0.629,5.186230897903442
synth_old,test,pv,18,32,0.618,0.375,0.467,0.367,0.186,0.446,0.219,0.294,5.632747411727905
mix_synth_rzesz,train,pv,1449,2706,0.955,0.905,0.929,0.96,0.8,0.939,0.882,0.91,16.37846350669861
rzeszow,train,pv,435,1692,0.925,0.856,0.889,0.927,0.718,0.897,0.819,0.856,9.81917405128479
rzeszow,val,pv,661,2767,0.672,0.478,0.559,0.511,0.339,0.66,0.476,0.553,11.198596239089966
rzeszow,test,pv,8440,66301,0.622,0.405,0.49,0.423,0.251,0.609,0.392,0.477,72.5143313407898
pilot,test,pv,54,227,0.244,0.101,0.143,0.082,0.038,0.241,0.099,0.141,6.792062520980835
