dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.002,0.539,0.004,0.009,0.003,0.0,0.0,0.0,12.221590042114258
synth_new2,test,pv,114,114,0.002,0.535,0.004,0.025,0.007,0.0,0.0,0.0,6.800549507141113
synth_new1,test,pv,114,114,0.002,0.5,0.003,0.006,0.002,0.0,0.0,0.0,7.91512131690979
synth_old,train,pv,150,374,0.002,0.257,0.004,0.008,0.002,0.0,0.0,0.0,7.585635423660278
synth_old,val,pv,12,35,0.004,0.371,0.007,0.02,0.004,0.0,0.0,0.0,5.653028964996338
synth_old,test,pv,18,32,0.001,0.25,0.003,0.01,0.003,0.0,0.0,0.0,5.549972772598267
mix_synth_rzesz,train,pv,1449,2706,0.002,0.354,0.004,0.008,0.003,0.0,0.0,0.0,16.357729196548462
rzeszow,train,pv,435,1692,0.003,0.242,0.006,0.005,0.001,0.0,0.0,0.0,8.875869750976562
rzeszow,val,pv,661,2767,0.003,0.191,0.005,0.002,0.001,0.0,0.0,0.0,10.45490050315857
rzeszow,test,pv,8440,66301,0.004,0.169,0.009,0.006,0.001,0.0,0.0,0.0,61.01536178588867
pilot,test,pv,54,227,0.001,0.093,0.003,0.007,0.001,0.0,0.0,0.0,6.748783111572266
