dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,789,789,1.0,0.991,0.995,0.995,0.91,0.999,0.99,0.994,12.191220760345459
synth_new2,val,pv,225,225,0.995,1.0,0.997,0.995,0.879,0.995,1.0,0.997,7.094186782836914
synth_new2,test,pv,114,114,0.992,0.991,0.992,0.995,0.761,0.992,0.991,0.992,6.163630962371826
synth_new1,train,pv,789,789,0.999,0.99,0.994,0.995,0.887,0.997,0.989,0.993,11.092917442321777
synth_new1,val,pv,225,225,0.999,1.0,1.0,0.995,0.898,0.999,1.0,1.0,7.373999357223511
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.879,0.999,1.0,1.0,6.3326921463012695
synth_old,train,pv,150,374,0.349,0.257,0.296,0.196,0.088,0.344,0.219,0.268,7.207123041152954
synth_old,val,pv,12,35,0.867,0.657,0.748,0.656,0.294,0.753,0.571,0.65,5.0392677783966064
synth_old,test,pv,18,32,0.312,0.344,0.327,0.201,0.103,0.223,0.219,0.221,5.43682336807251
rzeszow,train,pv,8440,66301,0.644,0.421,0.509,0.456,0.278,0.621,0.402,0.488,72.44395518302917
rzeszow,val,pv,661,2767,0.928,0.778,0.846,0.848,0.657,0.916,0.763,0.833,11.378419399261475
rzeszow,test,pv,435,1692,0.712,0.591,0.646,0.62,0.406,0.707,0.587,0.641,9.392582893371582
pilot,test,pv,54,227,0.311,0.101,0.153,0.094,0.04,0.33,0.106,0.16,6.130779266357422
