dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.998,0.99,0.994,0.995,0.908,0.998,0.99,0.994,13.715420722961426
synth_new2,val,pv,225,225,0.999,0.996,0.997,0.995,0.908,0.999,0.996,0.997,7.389422416687012
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.834,0.999,0.991,0.995,6.747562885284424
synth_new1,train,pv,789,789,0.999,0.989,0.994,0.995,0.899,0.999,0.989,0.994,11.386149406433105
synth_new1,val,pv,225,225,0.999,1.0,1.0,0.995,0.903,0.999,1.0,1.0,7.661504745483398
synth_new1,test,pv,114,114,0.991,1.0,0.995,0.995,0.898,0.991,1.0,0.995,6.623443841934204
synth_old,train,pv,150,374,0.283,0.217,0.245,0.16,0.076,0.26,0.152,0.192,7.332511901855469
synth_old,val,pv,12,35,0.623,0.571,0.596,0.604,0.335,0.691,0.449,0.544,5.210029125213623
synth_old,test,pv,18,32,0.491,0.156,0.237,0.161,0.083,0.477,0.125,0.198,5.275008201599121
mix_synth_rzesz,train,pv,1449,2706,0.901,0.807,0.851,0.891,0.703,0.909,0.787,0.844,16.649040460586548
rzeszow,train,pv,435,1692,0.826,0.703,0.76,0.794,0.542,0.816,0.681,0.743,9.804513216018677
rzeszow,val,pv,661,2767,0.56,0.432,0.488,0.422,0.241,0.548,0.412,0.471,11.175128936767578
rzeszow,test,pv,8440,66301,0.574,0.396,0.469,0.401,0.217,0.559,0.376,0.449,73.5216121673584
pilot,test,pv,54,227,0.273,0.119,0.166,0.1,0.036,0.283,0.123,0.172,6.510805130004883
