dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.988,0.985,0.987,0.994,0.84,0.992,0.981,0.986,11.220478296279907
synth_new2,val,pv,225,225,0.991,0.985,0.988,0.995,0.844,0.991,0.985,0.988,7.284847974777222
synth_new2,test,pv,114,114,0.991,0.981,0.986,0.993,0.644,0.991,0.981,0.986,7.848255395889282
synth_new1,train,pv,789,789,0.991,0.981,0.986,0.99,0.815,0.991,0.981,0.986,9.987471103668213
synth_new1,val,pv,225,225,0.99,0.982,0.986,0.992,0.818,0.991,0.975,0.983,7.436563968658447
synth_new1,test,pv,114,114,0.996,1.0,0.998,0.995,0.815,0.996,1.0,0.998,7.012751817703247
synth_old,train,pv,150,374,0.32,0.217,0.258,0.166,0.066,0.241,0.19,0.212,7.037403106689453
synth_old,val,pv,12,35,0.549,0.429,0.482,0.409,0.179,0.549,0.429,0.482,5.416757583618164
synth_old,test,pv,18,32,0.356,0.25,0.294,0.189,0.073,0.178,0.125,0.147,5.694221496582031
mix_synth_rzesz,train,pv,1449,2706,0.976,0.949,0.962,0.982,0.815,0.953,0.922,0.937,14.723989486694336
rzeszow,train,pv,435,1692,0.967,0.929,0.947,0.973,0.805,0.928,0.887,0.907,9.315083980560303
rzeszow,val,pv,661,2767,0.857,0.698,0.769,0.752,0.528,0.836,0.668,0.742,9.941944122314453
rzeszow,test,pv,8440,66301,0.899,0.815,0.855,0.892,0.595,0.88,0.774,0.824,53.61534094810486
pilot,test,pv,54,227,0.464,0.167,0.246,0.152,0.061,0.486,0.175,0.258,7.145201683044434
