dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.997,0.992,0.994,0.995,0.918,0.997,0.992,0.994,14.281447410583496
synth_new2,val,pv,225,225,0.997,1.0,0.999,0.995,0.911,0.997,1.0,0.999,7.73326563835144
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.812,0.999,0.991,0.995,7.029284477233887
synth_new1,train,pv,789,789,0.996,0.992,0.994,0.995,0.905,0.996,0.992,0.994,11.467482805252075
synth_new1,val,pv,225,225,0.995,1.0,0.998,0.995,0.91,0.995,1.0,0.998,7.695935249328613
synth_new1,test,pv,114,114,0.994,1.0,0.997,0.995,0.908,0.994,1.0,0.997,6.74766731262207
synth_old,train,pv,150,374,0.377,0.155,0.22,0.147,0.068,0.336,0.139,0.197,7.636519908905029
synth_old,val,pv,12,35,0.665,0.453,0.539,0.51,0.292,0.625,0.428,0.508,5.484917879104614
synth_old,test,pv,18,32,0.383,0.312,0.344,0.255,0.135,0.201,0.219,0.209,5.8902428150177
mix_synth_rzesz,train,pv,1449,2706,0.936,0.909,0.922,0.96,0.796,0.915,0.889,0.902,16.720046043395996
rzeszow,train,pv,435,1692,0.899,0.862,0.88,0.924,0.702,0.865,0.829,0.847,9.99549150466919
rzeszow,val,pv,661,2767,0.658,0.485,0.558,0.509,0.329,0.634,0.458,0.531,11.28336215019226
rzeszow,test,pv,8440,66301,0.631,0.417,0.502,0.446,0.264,0.608,0.394,0.478,72.35400390625
pilot,test,pv,54,227,0.342,0.123,0.181,0.126,0.051,0.33,0.115,0.17,6.7355451583862305
