dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.315860986709595
synth_new2,val,pv,225,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.190734386444092
synth_new2,test,pv,114,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5979015827178955
synth_new1,train,pv,789,789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.171503067016602
synth_new1,val,pv,225,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.699885606765747
synth_new1,test,pv,114,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.708980321884155
synth_old,train,pv,150,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.634029388427734
synth_old,val,pv,12,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421812534332275
synth_old,test,pv,18,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.724818706512451
mix_synth_rzesz,train,pv,1449,2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.905198335647583
rzeszow,train,pv,435,1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59069299697876
rzeszow,val,pv,661,2767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.517136335372925
rzeszow,test,pv,8440,66301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.92774391174316
pilot,test,pv,54,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.429735422134399
