dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.994,0.967,0.98,0.992,0.755,0.992,0.965,0.978,14.404321670532227
synth_new2,val,pv,225,225,1.0,0.972,0.986,0.994,0.758,1.0,0.972,0.986,7.624988555908203
synth_new2,test,pv,114,114,0.995,0.991,0.993,0.995,0.609,0.995,0.991,0.993,7.092780351638794
synth_new1,train,pv,789,789,0.994,0.966,0.98,0.985,0.728,0.992,0.963,0.977,12.502655982971191
synth_new1,val,pv,225,225,0.998,0.978,0.988,0.994,0.746,0.998,0.978,0.988,8.131739377975464
synth_new1,test,pv,114,114,0.987,0.991,0.989,0.992,0.756,0.987,0.991,0.989,7.1678924560546875
synth_old,train,pv,150,374,0.324,0.345,0.334,0.267,0.126,0.248,0.268,0.257,8.129278182983398
synth_old,val,pv,12,35,0.489,0.629,0.55,0.592,0.304,0.44,0.571,0.497,5.39552903175354
synth_old,test,pv,18,32,0.354,0.359,0.356,0.33,0.178,0.199,0.219,0.208,5.7302093505859375
mix_synth_rzesz,train,pv,1449,2706,0.863,0.737,0.795,0.814,0.584,0.862,0.725,0.788,16.98044180870056
rzeszow,train,pv,435,1692,0.755,0.612,0.676,0.694,0.481,0.741,0.597,0.661,10.481686353683472
rzeszow,val,pv,661,2767,0.599,0.456,0.518,0.471,0.311,0.581,0.446,0.505,11.583417415618896
rzeszow,test,pv,8440,66301,0.567,0.398,0.468,0.406,0.232,0.556,0.386,0.455,81.95320749282837
pilot,test,pv,54,227,0.287,0.163,0.208,0.122,0.055,0.254,0.15,0.189,7.021000146865845
