dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.842,0.773,0.806,0.857,0.479,0.856,0.756,0.803,12.00123929977417
synth_new2,val,pv,225,225,0.849,0.727,0.784,0.811,0.426,0.839,0.717,0.773,7.252096176147461
synth_new2,test,pv,114,114,0.855,0.825,0.839,0.896,0.501,0.822,0.789,0.805,7.404995918273926
synth_new1,train,pv,789,789,0.851,0.79,0.819,0.861,0.486,0.842,0.772,0.805,10.38232684135437
synth_new1,val,pv,225,225,0.827,0.703,0.76,0.844,0.478,0.822,0.698,0.755,7.319756746292114
synth_new1,test,pv,114,114,0.886,0.807,0.845,0.889,0.476,0.886,0.807,0.845,7.079208612442017
synth_old,train,pv,150,374,0.448,0.324,0.376,0.286,0.109,0.32,0.294,0.307,7.138262033462524
synth_old,val,pv,12,35,0.646,0.629,0.637,0.557,0.228,0.661,0.629,0.644,5.256736993789673
synth_old,test,pv,18,32,0.378,0.281,0.322,0.212,0.112,0.192,0.156,0.172,5.3692967891693115
mix_synth_rzesz,train,pv,1449,2706,0.839,0.838,0.838,0.884,0.581,0.844,0.784,0.813,13.722168207168579
rzeszow,train,pv,435,1692,0.896,0.869,0.882,0.914,0.643,0.862,0.823,0.842,8.819154739379883
rzeszow,val,pv,661,2767,0.877,0.733,0.798,0.786,0.543,0.86,0.706,0.775,9.598132133483887
rzeszow,test,pv,8440,66301,0.939,0.886,0.912,0.941,0.609,0.924,0.848,0.885,60.32352352142334
pilot,test,pv,54,227,0.331,0.313,0.321,0.212,0.083,0.362,0.308,0.333,6.7801806926727295
