dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.995,0.981,0.988,0.994,0.814,0.995,0.981,0.988,11.98369574546814
synth_new2,test,pv,114,114,0.978,0.965,0.971,0.992,0.636,0.978,0.965,0.971,6.581881284713745
synth_new1,test,pv,114,114,0.983,0.999,0.991,0.995,0.81,0.983,0.999,0.991,8.09553074836731
synth_old,train,pv,150,374,0.279,0.203,0.235,0.137,0.045,0.247,0.211,0.228,7.063348293304443
synth_old,val,pv,12,35,0.317,0.457,0.375,0.308,0.139,0.386,0.4,0.393,5.0355565547943115
synth_old,test,pv,18,32,0.252,0.188,0.215,0.104,0.05,0.106,0.125,0.115,5.291574716567993
mix_synth_rzesz,train,pv,1449,2706,0.909,0.864,0.886,0.93,0.695,0.904,0.843,0.873,13.790584564208984
rzeszow,train,pv,435,1692,0.844,0.81,0.826,0.878,0.609,0.838,0.773,0.804,9.088722705841064
rzeszow,val,pv,661,2767,0.697,0.574,0.63,0.598,0.347,0.69,0.537,0.604,9.722329139709473
rzeszow,test,pv,8440,66301,0.737,0.571,0.643,0.629,0.357,0.72,0.533,0.613,61.4375786781311
pilot,test,pv,54,227,0.242,0.141,0.178,0.112,0.04,0.312,0.154,0.206,7.206364870071411
