dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.992,0.991,0.992,0.995,0.893,0.993,0.99,0.992,11.081419944763184
synth_new2,test,pv,114,114,0.99,0.965,0.977,0.986,0.715,0.981,0.956,0.968,6.741296052932739
synth_new1,test,pv,114,114,0.996,1.0,0.998,0.995,0.882,0.996,1.0,0.998,8.236243486404419
synth_old,train,pv,150,374,0.34,0.259,0.294,0.22,0.088,0.297,0.225,0.256,7.1974499225616455
synth_old,val,pv,12,35,0.622,0.4,0.487,0.406,0.171,0.622,0.4,0.487,5.522338628768921
synth_old,test,pv,18,32,0.256,0.219,0.236,0.18,0.104,0.242,0.125,0.165,5.809839248657227
mix_synth_rzesz,train,pv,1449,2706,0.978,0.971,0.974,0.986,0.865,0.964,0.936,0.95,13.670940637588501
rzeszow,train,pv,435,1692,0.966,0.961,0.964,0.981,0.848,0.944,0.908,0.925,9.342224836349487
rzeszow,val,pv,661,2767,0.859,0.725,0.786,0.778,0.552,0.848,0.686,0.759,9.798102855682373
rzeszow,test,pv,8440,66301,0.91,0.843,0.875,0.916,0.619,0.889,0.803,0.844,54.58544063568115
pilot,test,pv,54,227,0.274,0.198,0.23,0.143,0.058,0.272,0.198,0.229,7.0800371170043945
