dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.99,0.956,0.973,0.989,0.753,0.988,0.954,0.971,14.457388877868652
synth_new2,val,pv,225,225,0.991,0.971,0.981,0.994,0.753,0.986,0.966,0.976,7.476612567901611
synth_new2,test,pv,114,114,0.998,0.991,0.995,0.995,0.594,0.998,0.991,0.995,7.080297231674194
synth_new1,train,pv,789,789,0.986,0.96,0.973,0.984,0.732,0.984,0.959,0.972,12.539978742599487
synth_new1,val,pv,225,225,1.0,0.973,0.986,0.994,0.734,1.0,0.973,0.986,8.241949558258057
synth_new1,test,pv,114,114,0.991,0.981,0.986,0.994,0.751,0.982,0.973,0.977,7.099908828735352
synth_old,train,pv,150,374,0.383,0.329,0.354,0.281,0.134,0.305,0.283,0.294,8.111520767211914
synth_old,val,pv,12,35,0.579,0.514,0.545,0.604,0.304,0.512,0.457,0.483,5.454824447631836
synth_old,test,pv,18,32,0.305,0.469,0.369,0.32,0.177,0.184,0.312,0.232,6.023285865783691
mix_synth_rzesz,train,pv,1449,2706,0.882,0.713,0.789,0.817,0.589,0.883,0.707,0.785,16.85335898399353
rzeszow,train,pv,435,1692,0.733,0.61,0.666,0.692,0.481,0.773,0.572,0.657,10.406481504440308
rzeszow,val,pv,661,2767,0.55,0.477,0.511,0.468,0.309,0.562,0.446,0.497,11.442054271697998
rzeszow,test,pv,8440,66301,0.563,0.399,0.467,0.404,0.229,0.552,0.385,0.454,81.99372935295105
pilot,test,pv,54,227,0.269,0.181,0.216,0.118,0.053,0.239,0.163,0.194,6.7541773319244385
