dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,1.0,0.992,0.996,0.995,0.889,1.0,0.992,0.996,13.918862581253052
synth_new2,val,pv,225,225,0.999,1.0,0.999,0.995,0.889,0.999,1.0,0.999,7.626794099807739
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.809,0.999,0.991,0.995,6.805164337158203
synth_new1,train,pv,789,789,1.0,0.99,0.995,0.995,0.877,1.0,0.99,0.995,11.156238794326782
synth_new1,val,pv,225,225,0.998,0.996,0.997,0.995,0.89,0.998,0.996,0.997,7.629926919937134
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.881,0.999,1.0,1.0,6.447123289108276
synth_old,train,pv,150,374,0.35,0.281,0.311,0.24,0.107,0.261,0.182,0.214,7.188403844833374
synth_old,val,pv,12,35,0.799,0.486,0.604,0.6,0.28,0.632,0.371,0.468,4.9497010707855225
synth_old,test,pv,18,32,0.299,0.387,0.338,0.26,0.135,0.225,0.29,0.253,5.383738279342651
mix_synth_rzesz,train,pv,1449,2706,0.914,0.826,0.868,0.917,0.72,0.91,0.805,0.854,17.52452850341797
rzeszow,train,pv,435,1692,0.824,0.755,0.788,0.839,0.587,0.839,0.702,0.764,10.028315782546997
rzeszow,val,pv,661,2767,0.61,0.469,0.531,0.478,0.289,0.592,0.445,0.508,11.214143514633179
rzeszow,test,pv,8440,66301,0.606,0.406,0.486,0.424,0.239,0.598,0.378,0.463,73.94439435005188
pilot,test,pv,54,227,0.373,0.172,0.235,0.153,0.054,0.296,0.15,0.199,6.946036338806152
