dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.859,0.786,0.821,0.866,0.491,0.868,0.771,0.816,11.717334985733032
synth_new2,val,pv,225,225,0.879,0.71,0.786,0.829,0.439,0.881,0.689,0.773,6.857831001281738
synth_new2,test,pv,114,114,0.803,0.833,0.818,0.891,0.489,0.8,0.816,0.808,7.571434736251831
synth_new1,train,pv,789,789,0.842,0.809,0.825,0.864,0.495,0.84,0.791,0.815,10.432244777679443
synth_new1,val,pv,225,225,0.849,0.747,0.795,0.857,0.473,0.839,0.738,0.785,7.171315431594849
synth_new1,test,pv,114,114,0.934,0.816,0.871,0.909,0.507,0.934,0.816,0.871,6.95455527305603
synth_old,train,pv,150,374,0.435,0.316,0.366,0.283,0.11,0.352,0.275,0.309,6.831766128540039
synth_old,val,pv,12,35,0.809,0.485,0.607,0.529,0.226,0.602,0.629,0.615,4.880604267120361
synth_old,test,pv,18,32,0.274,0.312,0.292,0.19,0.103,0.278,0.125,0.172,5.157845497131348
mix_synth_rzesz,train,pv,1449,2706,0.873,0.844,0.858,0.894,0.599,0.868,0.793,0.829,14.205421209335327
rzeszow,train,pv,435,1692,0.906,0.876,0.891,0.92,0.66,0.869,0.827,0.848,9.170142412185669
rzeszow,val,pv,661,2767,0.873,0.742,0.803,0.793,0.554,0.884,0.702,0.783,9.928940296173096
rzeszow,test,pv,8440,66301,0.943,0.892,0.917,0.944,0.618,0.925,0.851,0.887,60.94761061668396
pilot,test,pv,54,227,0.382,0.278,0.321,0.22,0.089,0.391,0.251,0.306,6.600636959075928
