dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.997,0.992,0.994,0.995,0.901,0.997,0.992,0.994,13.90568733215332
synth_new2,val,pv,225,225,1.0,0.998,0.999,0.995,0.905,1.0,0.998,0.999,7.263110160827637
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.706,0.999,0.991,0.995,7.0663161277771
synth_new1,train,pv,789,789,0.998,0.989,0.993,0.995,0.874,0.998,0.989,0.993,11.782113313674927
synth_new1,val,pv,225,225,0.999,1.0,1.0,0.995,0.881,0.999,1.0,1.0,7.9841344356536865
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.88,0.999,1.0,1.0,6.697625160217285
synth_old,train,pv,150,374,0.336,0.305,0.319,0.257,0.124,0.295,0.283,0.289,7.759960651397705
synth_old,val,pv,12,35,0.813,0.686,0.744,0.743,0.339,0.744,0.629,0.681,5.226108074188232
synth_old,test,pv,18,32,0.339,0.469,0.393,0.311,0.16,0.246,0.344,0.287,5.737186670303345
mix_synth_rzesz,train,pv,1449,2706,0.929,0.88,0.904,0.941,0.755,0.921,0.852,0.885,17.490373611450195
rzeszow,train,pv,435,1692,0.881,0.817,0.848,0.894,0.661,0.851,0.788,0.818,10.020586729049683
rzeszow,val,pv,661,2767,0.677,0.484,0.564,0.523,0.35,0.667,0.476,0.556,11.211036682128906
rzeszow,test,pv,8440,66301,0.62,0.419,0.5,0.437,0.256,0.605,0.406,0.486,78.55816888809204
pilot,test,pv,54,227,0.222,0.11,0.147,0.097,0.036,0.189,0.096,0.128,6.565900564193726
