dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.997,0.983,0.99,0.994,0.866,0.997,0.983,0.99,10.905224800109863
synth_new2,val,pv,225,225,0.991,0.996,0.993,0.995,0.878,0.991,0.996,0.993,7.129881381988525
synth_new2,test,pv,114,114,0.991,0.981,0.986,0.993,0.689,0.991,0.981,0.986,7.777327537536621
synth_new1,train,pv,789,789,0.996,0.979,0.988,0.993,0.845,0.996,0.979,0.988,9.836705923080444
synth_new1,val,pv,225,225,1.0,0.972,0.986,0.992,0.845,1.0,0.972,0.986,7.03762674331665
synth_new1,test,pv,114,114,1.0,1.0,1.0,0.995,0.849,1.0,1.0,1.0,6.828442335128784
synth_old,train,pv,150,374,0.329,0.259,0.29,0.204,0.088,0.27,0.222,0.244,6.973602056503296
synth_old,val,pv,12,35,0.467,0.371,0.414,0.303,0.122,0.52,0.4,0.452,5.217090845108032
synth_old,test,pv,18,32,0.49,0.125,0.199,0.162,0.064,0.245,0.062,0.1,5.387548923492432
mix_synth_rzesz,train,pv,1449,2706,0.97,0.948,0.959,0.981,0.82,0.965,0.915,0.939,14.521669626235962
rzeszow,train,pv,435,1692,0.955,0.929,0.942,0.972,0.794,0.945,0.874,0.908,9.034730195999146
rzeszow,val,pv,661,2767,0.825,0.666,0.737,0.721,0.485,0.808,0.635,0.711,9.662418365478516
rzeszow,test,pv,8440,66301,0.861,0.756,0.805,0.843,0.546,0.854,0.709,0.775,53.47023129463196
pilot,test,pv,54,227,0.378,0.163,0.228,0.158,0.057,0.307,0.176,0.224,6.519011735916138
