dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,t
synth_new2,train,pv,1014,1014,0.853,0.776,0.813,0.856,0.48,0.861,0.759,0.807,11.80602502822876
synth_new2,val,pv,225,225,0.834,0.713,0.769,0.815,0.425,0.873,0.673,0.76,7.108662366867065
synth_new2,test,pv,114,114,0.788,0.85,0.818,0.865,0.471,0.802,0.819,0.811,7.547823190689087
synth_new1,train,pv,789,789,0.833,0.795,0.813,0.854,0.485,0.827,0.787,0.806,10.445797681808472
synth_new1,val,pv,225,225,0.835,0.738,0.783,0.845,0.456,0.825,0.729,0.774,7.2331109046936035
synth_new1,test,pv,114,114,0.914,0.816,0.862,0.9,0.49,0.914,0.816,0.862,6.972172498703003
synth_old,train,pv,150,374,0.478,0.305,0.372,0.29,0.112,0.367,0.278,0.316,7.023012638092041
synth_old,val,pv,12,35,0.68,0.486,0.567,0.531,0.223,0.718,0.543,0.618,5.121591091156006
synth_old,test,pv,18,32,0.277,0.312,0.294,0.207,0.113,0.281,0.125,0.173,5.314739227294922
mix_synth_rzesz,train,pv,1449,2706,0.873,0.839,0.856,0.89,0.593,0.851,0.804,0.827,14.380525588989258
rzeszow,train,pv,435,1692,0.9,0.874,0.887,0.917,0.657,0.868,0.829,0.848,8.80027461051941
rzeszow,val,pv,661,2767,0.877,0.742,0.804,0.791,0.552,0.879,0.703,0.781,9.528623580932617
rzeszow,test,pv,8440,66301,0.942,0.891,0.916,0.944,0.617,0.923,0.852,0.886,60.013471364974976
pilot,test,pv,54,227,0.407,0.269,0.324,0.218,0.088,0.413,0.261,0.32,7.106022834777832
