dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.003,0.386,0.006,0.007,0.002,0.0,0.0,0.0,20.883183479309082
synth_new2,test,pv,114,114,0.002,0.254,0.004,0.023,0.009,0.0,0.0,0.0,13.37617301940918
synth_new1,test,pv,114,114,0.003,0.36,0.006,0.013,0.002,0.0,0.0,0.0,12.054320096969604
synth_old,train,pv,150,374,0.008,0.201,0.015,0.004,0.001,0.0,0.0,0.0,14.67174482345581
synth_old,val,pv,12,35,0.016,0.171,0.03,0.011,0.002,0.0,0.0,0.0,5.549352407455444
synth_old,test,pv,18,32,0.005,0.188,0.01,0.003,0.001,0.0,0.0,0.0,6.691166162490845
mix_synth_rzesz,train,pv,1449,2706,0.003,0.148,0.006,0.004,0.001,0.0,0.0,0.0,25.658758640289307
rzeszow,train,pv,435,1692,0.003,0.043,0.005,0.001,0.0,0.0,0.0,0.0,16.513283729553223
rzeszow,val,pv,661,2767,0.004,0.028,0.007,0.002,0.0,0.0,0.0,0.0,18.855772018432617
rzeszow,test,pv,8440,66301,0.009,0.05,0.015,0.004,0.001,0.0,0.0,0.0,83.61290574073792
pilot,test,pv,54,227,0.002,0.031,0.003,0.0,0.0,0.0,0.0,0.0,9.51424264907837
