dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.653239965438843
synth_new2,val,pv,225,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.950048446655273
synth_new2,test,pv,114,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47963285446167
synth_new1,train,pv,789,789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.542517185211182
synth_new1,val,pv,225,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875777721405029
synth_new1,test,pv,114,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.527883768081665
synth_old,train,pv,150,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.809304237365723
synth_old,val,pv,12,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4790637493133545
synth_old,test,pv,18,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.706690311431885
mix_synth_rzesz,train,pv,1449,2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.924663066864014
rzeszow,train,pv,435,1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.484397649765015
rzeszow,val,pv,661,2767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.257292032241821
rzeszow,test,pv,8440,66301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.78157663345337
pilot,test,pv,54,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483835697174072
