dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.988,0.97,0.979,0.992,0.776,0.985,0.967,0.976,14.785215139389038
synth_new2,val,pv,225,225,1.0,0.978,0.989,0.995,0.775,0.995,0.974,0.984,7.988232851028442
synth_new2,test,pv,114,114,0.988,0.982,0.985,0.983,0.617,0.996,0.991,0.994,7.351934194564819
synth_new1,train,pv,789,789,0.991,0.968,0.98,0.985,0.752,0.989,0.966,0.977,11.935987949371338
synth_new1,val,pv,225,225,0.986,0.987,0.986,0.994,0.77,0.981,0.982,0.982,8.209126472473145
synth_new1,test,pv,114,114,0.987,0.982,0.985,0.991,0.772,0.996,0.991,0.994,7.179055452346802
synth_old,train,pv,150,374,0.389,0.294,0.335,0.266,0.129,0.304,0.238,0.267,7.8333494663238525
synth_old,val,pv,12,35,0.521,0.571,0.545,0.575,0.304,0.473,0.543,0.506,5.795759201049805
synth_old,test,pv,18,32,0.398,0.344,0.369,0.321,0.169,0.19,0.281,0.227,5.986157178878784
mix_synth_rzesz,train,pv,1449,2706,0.885,0.754,0.814,0.845,0.617,0.879,0.73,0.797,17.469493865966797
rzeszow,train,pv,435,1692,0.787,0.635,0.703,0.739,0.516,0.767,0.607,0.678,10.440063238143921
rzeszow,val,pv,661,2767,0.595,0.47,0.525,0.482,0.319,0.58,0.458,0.512,11.83794617652893
rzeszow,test,pv,8440,66301,0.575,0.403,0.474,0.41,0.235,0.564,0.391,0.462,75.34177327156067
pilot,test,pv,54,227,0.331,0.159,0.214,0.133,0.057,0.276,0.145,0.19,7.21979832649231
