dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.993,0.98,0.986,0.994,0.812,0.992,0.979,0.985,14.281699419021606
synth_new2,val,pv,225,225,0.987,0.987,0.987,0.994,0.813,0.987,0.987,0.987,7.754340171813965
synth_new2,test,pv,114,114,0.998,0.991,0.994,0.995,0.629,0.998,0.991,0.994,7.1101861000061035
synth_new1,train,pv,789,789,0.996,0.973,0.985,0.988,0.786,0.995,0.972,0.983,11.593800067901611
synth_new1,val,pv,225,225,0.996,0.991,0.993,0.994,0.788,0.996,0.991,0.993,7.7682740688323975
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.8,0.999,1.0,1.0,6.975659608840942
synth_old,train,pv,150,374,0.364,0.333,0.348,0.262,0.122,0.294,0.246,0.268,7.932506799697876
synth_old,val,pv,12,35,0.611,0.571,0.59,0.604,0.299,0.575,0.543,0.558,5.46955680847168
synth_old,test,pv,18,32,0.283,0.406,0.334,0.303,0.164,0.265,0.188,0.22,6.066064357757568
mix_synth_rzesz,train,pv,1449,2706,0.881,0.782,0.829,0.858,0.638,0.877,0.769,0.82,16.76325821876526
rzeszow,train,pv,435,1692,0.796,0.676,0.731,0.764,0.538,0.784,0.652,0.712,10.21314787864685
rzeszow,val,pv,661,2767,0.629,0.48,0.545,0.497,0.329,0.638,0.458,0.533,11.552292108535767
rzeszow,test,pv,8440,66301,0.578,0.407,0.478,0.415,0.238,0.567,0.394,0.465,74.4504017829895
pilot,test,pv,54,227,0.29,0.145,0.194,0.132,0.06,0.234,0.119,0.158,7.238978147506714
