dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,t
synth_new2,train,pv,1014,1014,0.974,0.942,0.957,0.977,0.681,0.974,0.939,0.956,11.06959843635559
synth_new2,val,pv,225,225,0.954,0.914,0.934,0.974,0.682,0.954,0.914,0.934,7.2079315185546875
synth_new2,test,pv,114,114,0.982,0.956,0.969,0.991,0.526,0.982,0.956,0.969,7.723280906677246
synth_new1,train,pv,789,789,0.97,0.94,0.955,0.971,0.659,0.971,0.941,0.956,10.122304201126099
synth_new1,val,pv,225,225,0.981,0.942,0.961,0.986,0.672,0.981,0.938,0.959,7.254926919937134
synth_new1,test,pv,114,114,0.989,0.965,0.977,0.993,0.69,0.989,0.965,0.977,7.037927150726318
synth_old,train,pv,150,374,0.355,0.313,0.333,0.268,0.114,0.264,0.286,0.275,7.137295484542847
synth_old,val,pv,12,35,0.658,0.429,0.519,0.436,0.179,0.658,0.429,0.519,5.201176404953003
synth_old,test,pv,18,32,0.238,0.375,0.291,0.189,0.102,0.23,0.125,0.162,5.526304244995117
mix_synth_rzesz,train,pv,1449,2706,0.939,0.904,0.921,0.953,0.694,0.93,0.879,0.904,13.784777641296387
rzeszow,train,pv,435,1692,0.916,0.883,0.899,0.94,0.702,0.913,0.835,0.872,9.029348611831665
rzeszow,val,pv,661,2767,0.835,0.718,0.772,0.756,0.519,0.831,0.684,0.751,9.744755268096924
rzeszow,test,pv,8440,66301,0.894,0.817,0.854,0.891,0.565,0.877,0.776,0.824,53.872406005859375
pilot,test,pv,54,227,0.328,0.273,0.298,0.227,0.082,0.385,0.233,0.291,6.642033100128174
