dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.998,0.994,0.996,0.995,0.889,0.998,0.994,0.996,13.90474796295166
synth_new2,val,pv,225,225,1.0,1.0,1.0,0.995,0.894,1.0,1.0,1.0,7.536176919937134
synth_new2,test,pv,114,114,1.0,0.982,0.991,0.995,0.773,1.0,0.982,0.991,6.879487991333008
synth_new1,train,pv,789,789,0.999,0.991,0.995,0.995,0.874,0.999,0.991,0.995,11.462244272232056
synth_new1,val,pv,225,225,0.998,0.996,0.997,0.995,0.883,0.998,0.996,0.997,7.759708881378174
synth_new1,test,pv,114,114,1.0,1.0,1.0,0.995,0.868,1.0,1.0,1.0,6.6433961391448975
synth_old,train,pv,150,374,0.461,0.225,0.302,0.221,0.091,0.342,0.19,0.244,7.41566801071167
synth_old,val,pv,12,35,0.746,0.486,0.588,0.566,0.26,0.726,0.454,0.558,5.257620811462402
synth_old,test,pv,18,32,0.414,0.25,0.312,0.237,0.116,0.258,0.156,0.195,5.453539609909058
mix_synth_rzesz,train,pv,1449,2706,0.901,0.856,0.878,0.928,0.735,0.917,0.819,0.865,16.693709135055542
rzeszow,train,pv,435,1692,0.822,0.788,0.805,0.86,0.612,0.841,0.728,0.78,10.234761476516724
rzeszow,val,pv,661,2767,0.613,0.478,0.537,0.493,0.304,0.588,0.452,0.511,11.277299165725708
rzeszow,test,pv,8440,66301,0.614,0.425,0.502,0.438,0.25,0.596,0.4,0.479,74.29195761680603
pilot,test,pv,54,227,0.325,0.137,0.192,0.132,0.055,0.315,0.132,0.186,6.617931604385376
