dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.993,0.982,0.987,0.993,0.781,0.993,0.982,0.987,12.434682607650757
synth_new2,test,pv,114,114,1.0,0.982,0.991,0.995,0.601,1.0,0.982,0.991,6.860820770263672
synth_new1,test,pv,114,114,1.0,1.0,1.0,0.995,0.767,1.0,1.0,1.0,7.917285203933716
synth_old,train,pv,150,374,0.433,0.278,0.339,0.264,0.088,0.402,0.246,0.305,6.841695070266724
synth_old,val,pv,12,35,0.418,0.429,0.423,0.307,0.099,0.418,0.429,0.423,4.979304552078247
synth_old,test,pv,18,32,0.358,0.188,0.246,0.1,0.055,0.246,0.125,0.166,5.340878963470459
mix_synth_rzesz,train,pv,1449,2706,0.857,0.885,0.871,0.831,0.603,0.833,0.861,0.847,13.391081094741821
rzeszow,train,pv,435,1692,0.769,0.848,0.807,0.74,0.509,0.733,0.805,0.767,8.690150260925293
rzeszow,val,pv,661,2767,0.604,0.587,0.595,0.49,0.285,0.576,0.545,0.56,9.32602858543396
rzeszow,test,pv,8440,66301,0.704,0.621,0.66,0.606,0.342,0.679,0.578,0.624,60.56920671463013
pilot,test,pv,54,227,0.209,0.176,0.191,0.096,0.028,0.219,0.167,0.19,6.380718946456909
