dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.996,0.99,0.993,0.995,0.895,0.996,0.99,0.993,11.445156335830688
synth_new2,test,pv,114,114,0.972,0.974,0.973,0.987,0.717,0.964,0.965,0.964,6.7482640743255615
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.882,0.999,1.0,1.0,7.99330735206604
synth_old,train,pv,150,374,0.358,0.259,0.301,0.229,0.09,0.315,0.227,0.264,7.3136937618255615
synth_old,val,pv,12,35,0.596,0.4,0.479,0.411,0.175,0.596,0.4,0.479,5.979928255081177
synth_old,test,pv,18,32,0.328,0.25,0.284,0.191,0.095,0.365,0.094,0.149,5.620909690856934
mix_synth_rzesz,train,pv,1449,2706,0.986,0.966,0.976,0.987,0.866,0.965,0.942,0.953,15.010177850723267
rzeszow,train,pv,435,1692,0.979,0.954,0.966,0.984,0.848,0.946,0.915,0.93,9.302210807800293
rzeszow,val,pv,661,2767,0.867,0.729,0.792,0.779,0.558,0.853,0.692,0.764,10.307355880737305
rzeszow,test,pv,8440,66301,0.914,0.851,0.882,0.922,0.625,0.898,0.809,0.851,54.3736355304718
pilot,test,pv,54,227,0.274,0.207,0.236,0.145,0.053,0.316,0.216,0.257,7.016485929489136
