dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.001,0.156,0.002,0.001,0.0,0.0,0.0,0.0,11.652867794036865
synth_new2,test,pv,114,114,0.002,0.281,0.004,0.002,0.0,0.0,0.0,0.0,6.999039888381958
synth_new1,test,pv,114,114,0.001,0.158,0.002,0.001,0.0,0.0,0.0,0.0,8.13560962677002
synth_old,train,pv,150,374,0.002,0.115,0.004,0.001,0.0,0.0,0.0,0.0,7.2633256912231445
synth_old,val,pv,12,35,0.004,0.2,0.008,0.003,0.001,0.0,0.0,0.0,5.236842632293701
synth_old,test,pv,18,32,0.004,0.25,0.008,0.003,0.001,0.0,0.0,0.0,5.538324356079102
mix_synth_rzesz,train,pv,1449,2706,0.002,0.157,0.004,0.001,0.0,0.0,0.0,0.0,13.352168083190918
rzeszow,train,pv,435,1692,0.003,0.157,0.007,0.003,0.001,0.0,0.0,0.0,8.823911190032959
rzeszow,val,pv,661,2767,0.003,0.132,0.006,0.002,0.001,0.0,0.0,0.0,9.474234104156494
rzeszow,test,pv,8440,66301,0.005,0.097,0.009,0.003,0.001,0.0,0.0,0.0,55.55967831611633
pilot,test,pv,54,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.714497804641724
