dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.999,0.992,0.995,0.995,0.905,1.0,0.99,0.995,14.4300217628479
synth_new2,val,pv,225,225,1.0,1.0,1.0,0.995,0.898,1.0,1.0,1.0,7.9910478591918945
synth_new2,test,pv,114,114,1.0,0.991,0.995,0.995,0.758,1.0,0.991,0.995,7.387038230895996
synth_new1,train,pv,789,789,1.0,0.99,0.995,0.995,0.886,1.0,0.989,0.994,12.084964036941528
synth_new1,val,pv,225,225,1.0,0.995,0.997,0.995,0.902,1.0,0.995,0.997,8.31743860244751
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.875,0.999,1.0,1.0,7.160041093826294
synth_old,train,pv,150,374,0.34,0.206,0.256,0.165,0.063,0.258,0.126,0.169,7.940459489822388
synth_old,val,pv,12,35,0.581,0.543,0.561,0.538,0.233,0.494,0.457,0.475,5.739388942718506
synth_old,test,pv,18,32,0.315,0.281,0.297,0.187,0.1,0.222,0.156,0.183,6.37757420539856
mix_synth_rzesz,train,pv,1449,2706,0.951,0.875,0.911,0.949,0.772,0.949,0.861,0.903,17.024839878082275
rzeszow,train,pv,435,1692,0.918,0.809,0.86,0.908,0.676,0.91,0.79,0.846,10.761224269866943
rzeszow,val,pv,661,2767,0.661,0.484,0.559,0.502,0.321,0.677,0.451,0.542,11.647761583328247
rzeszow,test,pv,8440,66301,0.637,0.421,0.506,0.442,0.265,0.619,0.404,0.489,73.43112421035767
pilot,test,pv,54,227,0.268,0.15,0.192,0.103,0.048,0.15,0.093,0.115,6.9998602867126465
