dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.899,0.915,0.907,0.95,0.613,0.904,0.916,0.91,11.532479047775269
synth_new2,test,pv,114,114,0.915,0.86,0.887,0.958,0.457,0.925,0.868,0.896,6.787535190582275
synth_new1,test,pv,114,114,0.914,0.947,0.93,0.97,0.622,0.914,0.947,0.93,8.079453945159912
synth_old,train,pv,150,374,0.34,0.326,0.333,0.27,0.106,0.305,0.259,0.281,7.34918212890625
synth_old,val,pv,12,35,0.437,0.466,0.451,0.353,0.15,0.485,0.486,0.485,5.437835693359375
synth_old,test,pv,18,32,0.407,0.281,0.333,0.201,0.106,0.339,0.156,0.214,5.7335615158081055
mix_synth_rzesz,train,pv,1449,2706,0.888,0.872,0.88,0.928,0.638,0.882,0.841,0.861,15.02277135848999
rzeszow,train,pv,435,1692,0.908,0.864,0.886,0.925,0.665,0.877,0.816,0.845,9.324641227722168
rzeszow,val,pv,661,2767,0.846,0.684,0.756,0.746,0.504,0.84,0.648,0.732,10.5811448097229
rzeszow,test,pv,8440,66301,0.894,0.797,0.843,0.878,0.548,0.879,0.753,0.811,55.7748908996582
pilot,test,pv,54,227,0.287,0.276,0.281,0.211,0.075,0.302,0.256,0.277,6.920776128768921
