dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.999,0.994,0.997,0.995,0.933,0.999,0.994,0.997,14.37040376663208
synth_new2,val,pv,225,225,1.0,1.0,1.0,0.995,0.928,1.0,1.0,1.0,7.587018251419067
synth_new2,test,pv,114,114,1.0,0.985,0.993,0.995,0.797,1.0,0.985,0.993,7.002323627471924
synth_new1,train,pv,789,789,1.0,0.99,0.995,0.995,0.921,1.0,0.99,0.995,11.638754844665527
synth_new1,val,pv,225,225,0.995,1.0,0.998,0.995,0.929,0.995,1.0,0.998,7.72864294052124
synth_new1,test,pv,114,114,1.0,1.0,1.0,0.995,0.901,1.0,1.0,1.0,6.842804670333862
synth_old,train,pv,150,374,0.308,0.152,0.204,0.141,0.062,0.231,0.115,0.153,7.513182163238525
synth_old,val,pv,12,35,0.778,0.543,0.639,0.569,0.274,0.735,0.514,0.605,5.719604253768921
synth_old,test,pv,18,32,0.418,0.219,0.287,0.235,0.141,0.299,0.156,0.205,5.856699466705322
mix_synth_rzesz,train,pv,1449,2706,0.953,0.911,0.932,0.961,0.808,0.94,0.88,0.909,17.637863397598267
rzeszow,train,pv,435,1692,0.92,0.866,0.892,0.929,0.714,0.893,0.821,0.856,10.433712482452393
rzeszow,val,pv,661,2767,0.688,0.48,0.565,0.489,0.318,0.66,0.458,0.54,11.38156533241272
rzeszow,test,pv,8440,66301,0.636,0.401,0.492,0.431,0.263,0.613,0.381,0.47,71.34750509262085
pilot,test,pv,54,227,0.307,0.097,0.147,0.11,0.042,0.115,0.123,0.119,6.690972089767456
