dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,1.0,0.992,0.996,0.995,0.926,0.999,0.991,0.995,14.041780948638916
synth_new2,val,pv,225,225,1.0,1.0,1.0,0.995,0.92,1.0,1.0,1.0,8.008718967437744
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.743,0.999,0.991,0.995,7.074509859085083
synth_new1,train,pv,789,789,1.0,0.989,0.994,0.995,0.901,1.0,0.989,0.994,11.749861001968384
synth_new1,val,pv,225,225,1.0,1.0,1.0,0.995,0.907,0.996,0.995,0.996,7.792231559753418
synth_new1,test,pv,114,114,0.999,1.0,1.0,0.995,0.901,0.999,1.0,1.0,6.689218282699585
synth_old,train,pv,150,374,0.444,0.275,0.34,0.256,0.119,0.408,0.23,0.294,7.775649785995483
synth_old,val,pv,12,35,0.618,0.457,0.526,0.562,0.283,0.558,0.457,0.503,5.307127952575684
synth_old,test,pv,18,32,0.674,0.344,0.455,0.34,0.17,0.571,0.281,0.377,5.95336651802063
mix_synth_rzesz,train,pv,1449,2706,0.96,0.915,0.937,0.97,0.822,0.951,0.888,0.918,17.4683735370636
rzeszow,train,pv,435,1692,0.934,0.873,0.903,0.946,0.75,0.914,0.834,0.872,10.282943487167358
rzeszow,val,pv,661,2767,0.655,0.505,0.57,0.52,0.352,0.656,0.493,0.563,11.30773663520813
rzeszow,test,pv,8440,66301,0.649,0.403,0.497,0.428,0.258,0.631,0.389,0.481,72.75402855873108
pilot,test,pv,54,227,0.325,0.084,0.133,0.098,0.041,0.233,0.084,0.123,6.71654748916626
