dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,1.0,0.992,0.996,0.995,0.909,1.0,0.992,0.996,13.796897888183594
synth_new2,val,pv,225,225,0.999,0.996,0.997,0.995,0.92,0.999,0.996,0.997,6.962831020355225
synth_new2,test,pv,114,114,0.999,0.991,0.995,0.995,0.75,0.999,0.991,0.995,15.063655614852905
synth_new1,train,pv,789,789,1.0,0.99,0.995,0.995,0.887,1.0,0.99,0.995,55.19441843032837
synth_new1,val,pv,225,225,1.0,0.999,0.999,0.995,0.895,1.0,0.999,0.999,21.710837602615356
synth_new1,test,pv,114,114,1.0,0.999,1.0,0.995,0.895,1.0,0.999,1.0,12.370444297790527
synth_old,train,pv,150,374,0.33,0.289,0.308,0.254,0.115,0.398,0.227,0.289,15.104247808456421
synth_old,val,pv,12,35,0.785,0.626,0.697,0.648,0.3,0.712,0.543,0.616,5.504740476608276
synth_old,test,pv,18,32,0.363,0.281,0.317,0.212,0.105,0.233,0.25,0.241,6.744556903839111
mix_synth_rzesz,train,pv,1449,2706,0.952,0.903,0.927,0.958,0.782,0.946,0.875,0.909,17.227664470672607
rzeszow,train,pv,435,1692,0.917,0.854,0.884,0.925,0.696,0.908,0.808,0.855,10.484368085861206
rzeszow,val,pv,661,2767,0.682,0.497,0.575,0.529,0.354,0.666,0.489,0.564,11.232882738113403
rzeszow,test,pv,8440,66301,0.643,0.429,0.515,0.454,0.271,0.629,0.416,0.501,348.1406853199005
pilot,test,pv,54,227,0.389,0.121,0.184,0.143,0.056,0.306,0.097,0.147,9.369511365890503
