dataset,split,Class,Images,Instances,Box-P,Box-R,Box-F1,mAP50,mAP50-95,Mask-P,Mask-R,Mask-F1,t
synth_new2,train,pv,1014,1014,0.002,0.539,0.004,0.009,0.003,0.0,0.0,0.0,12.583539485931396
synth_new2,test,pv,114,114,0.002,0.535,0.004,0.025,0.007,0.0,0.0,0.0,7.015292406082153
synth_new1,test,pv,114,114,0.002,0.5,0.003,0.006,0.002,0.0,0.0,0.0,8.400722742080688
synth_old,train,pv,150,374,0.002,0.257,0.004,0.008,0.002,0.0,0.0,0.0,7.472622632980347
synth_old,val,pv,12,35,0.004,0.371,0.007,0.02,0.004,0.0,0.0,0.0,5.489101886749268
synth_old,test,pv,18,32,0.001,0.25,0.003,0.01,0.003,0.0,0.0,0.0,5.800777196884155
mix_synth_rzesz,train,pv,1449,2706,0.002,0.354,0.004,0.008,0.003,0.0,0.0,0.0,15.427274227142334
rzeszow,train,pv,435,1692,0.003,0.242,0.006,0.005,0.001,0.0,0.0,0.0,9.389826774597168
rzeszow,val,pv,661,2767,0.003,0.191,0.005,0.002,0.001,0.0,0.0,0.0,10.2921302318573
rzeszow,test,pv,8440,66301,0.004,0.169,0.009,0.006,0.001,0.0,0.0,0.0,59.94400119781494
pilot,test,pv,54,227,0.001,0.093,0.003,0.007,0.001,0.0,0.0,0.0,6.849335670471191
