dataset,mode,area,time
pilot,segment,0.29084715247154236,2.953075885772705
pilot,SAM,0.29954591393470764,6.997913360595703
synth_test,segment,0.38374751806259155,0.27724623680114746
synth_test,SAM,0.38407468795776367,2.0039138793945312
synth_train,segment,3.0919134616851807,2.1823933124542236
synth_train,SAM,3.1543631553649902,17.250821590423584
synth_valid,segment,0.35213133692741394,0.17075371742248535
synth_valid,SAM,0.34779050946235657,1.3016717433929443
